Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date,Month,Year,Quarter,Stock_Level,Reorder_Point,Shelf_Life_Days,Days_To_Expiry,Near_Expiry,Low_Stock,Profit_Margin,Is_Anomaly,Anomaly_Score
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,547.136,4,0.2,-68.392,2015-12-25,12,2015,4,193,60,1825,1064,0,0,-12.5,0,1
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Storage,41.96,2,0.0,2.9372,2016-09-24,9,2016,3,249,66,1095,579,0,0,6.999999999999999,0,1
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,41.7,5,0.0,20.85,2016-09-24,9,2016,3,527,150,730,230,0,0,50.0,0,1
Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Paper,277.4,5,0.0,133.152,2017-03-21,3,2017,1,472,150,730,427,0,0,48.0,0,1
Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Paper,5.78,1,0.0,2.8322,2017-03-21,3,2017,1,489,150,730,414,0,0,48.99999999999999,0,1
Standard Class,Consumer,United States,Clarksville,Tennessee,37042,South,Office Supplies,Appliances,69.216,6,0.2,11.2476,2014-09-30,9,2014,3,115,30,730,-470,1,0,16.25,0,1
Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Envelopes,10.86,3,0.0,5.1042,2017-12-10,12,2017,4,434,135,365,290,0,0,47.0,0,1
Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Appliances,426.79,7,0.0,123.7691,2017-12-10,12,2017,4,94,30,730,675,0,0,28.999999999999996,0,1
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,25.92,4,0.0,12.4416,2014-08-23,8,2014,3,499,150,730,-511,1,0,47.99999999999999,0,1
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,45.92,4,0.0,22.5008,2014-08-23,8,2014,3,483,150,730,-515,1,0,49.0,0,1
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,10.72,2,0.2,1.742,2014-08-19,8,2014,3,326,105,365,-909,1,0,16.249999999999996,0,1
Standard Class,Consumer,United States,Warner Robins,Georgia,31088,South,Office Supplies,Art,41.86,7,0.0,10.465,2016-11-10,11,2016,4,336,105,365,-65,1,0,25.0,0,1
First Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,63.2,5,0.0,23.384,2014-12-31,12,2014,4,213,60,1825,685,0,0,37.0,0,1
First Class,Home Office,United States,Franklin,Massachusetts,2038,East,Technology,Accessories,113.97,3,0.0,27.3528,2014-12-31,12,2014,4,169,54,365,-745,1,0,24.0,0,1
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,123.552,3,0.2,-29.3436,2014-07-26,7,2014,3,225,66,1095,-213,1,0,-23.75,0,1
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,490.32,9,0.0,137.2896,2016-02-22,2,2016,1,78,30,730,34,0,0,28.000000000000004,0,1
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,70.08,5,0.2,24.528,2016-03-13,3,2016,1,507,150,730,45,0,0,35.0,0,1
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,1.272,2,0.8,-2.1624,2016-03-13,3,2016,1,417,120,730,46,0,0,-170.0,1,-1
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,557.585,5,0.3,0.0,2016-03-13,3,2016,1,86,18,1825,1161,0,0,0.0,0,1
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,9.024,6,0.2,3.1584,2017-12-02,12,2017,4,429,120,730,679,0,0,35.0,0,1
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,69.456,2,0.2,22.5732,2017-12-02,12,2017,4,391,120,730,700,0,0,32.5,0,1
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,10.86,2,0.0,5.3214,2017-12-02,12,2017,4,523,150,730,678,0,0,49.0,0,1
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,79.47,3,0.0,22.2516,2017-12-02,12,2017,4,122,30,730,684,0,0,28.000000000000004,0,1
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,10.08,6,0.0,5.04,2017-12-02,12,2017,4,372,105,365,305,0,0,50.0,0,1
First Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,1552.831,7,0.15,200.9546,2015-08-31,8,2015,3,41,21,1825,972,0,0,12.941176470588237,0,1
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,137.24,5,0.2,46.3185,2015-08-31,8,2015,3,393,120,730,-136,1,0,33.75,0,1
First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,36.51,1,0.0,15.6993,2015-08-31,8,2015,3,157,54,365,-508,1,0,43.0,0,1
First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Machines,239.976,3,0.2,80.9919,2015-08-31,8,2015,3,20,12,730,-181,1,0,33.75,0,1
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,1579.746,7,0.4,-447.5947,2014-03-17,3,2014,1,42,18,1825,432,0,0,-28.333333333333332,1,-1
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,1071.576,4,0.4,-553.6476,2014-03-17,3,2014,1,46,18,1825,424,0,0,-51.66666666666667,1,-1
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,613.908,3,0.4,-122.7816,2014-03-17,3,2014,1,37,18,1825,420,0,0,-20.0,0,1
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,34.86,7,0.0,16.3842,2014-03-17,3,2014,1,490,150,730,-699,1,0,47.0,0,1
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,155.04,4,0.0,75.9696,2014-03-17,3,2014,1,487,150,730,-702,1,0,49.00000000000001,0,1
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,13.71,5,0.7,-10.054,2017-04-16,4,2017,2,399,120,730,446,0,0,-73.33333333333333,0,1
Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,127.88,2,0.0,40.9216,2016-03-13,3,2016,1,187,60,1825,1156,0,0,32.0,0,1
Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Appliances,160.32,2,0.0,44.8896,2016-03-13,3,2016,1,115,30,730,41,0,0,28.000000000000004,0,1
Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,46.0,4,0.0,20.7,2016-03-13,3,2016,1,416,120,730,69,0,0,45.0,0,1
Second Class,Consumer,United States,Sacramento,California,95823,West,Furniture,Chairs,120.712,1,0.2,-18.1068,2014-11-24,11,2014,4,80,24,1825,668,0,0,-15.0,0,1
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,23.12,4,0.0,11.3288,2017-02-10,2,2017,1,507,150,730,395,0,0,48.99999999999999,0,1
Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Furniture,Furnishings,532.704,6,0.2,-26.6352,2016-09-23,9,2016,3,201,60,1825,1336,0,0,-5.000000000000001,0,1
Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Art,4.912,2,0.2,0.307,2016-09-23,9,2016,3,330,105,365,-154,1,0,6.25,0,1
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Accessories,252.0,4,0.0,93.24,2017-07-07,7,2017,3,194,54,365,176,0,0,37.0,0,1
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,60.288,8,0.6,-27.1296,2016-07-07,7,2016,3,194,60,1825,1261,0,0,-45.0,0,1
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Fasteners,2.632,1,0.2,0.8225,2016-07-07,7,2016,3,702,210,365,-178,1,0,31.25,0,1
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,23.688,9,0.2,7.6986,2016-07-07,7,2016,3,529,150,730,143,0,0,32.5,0,1
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,253.372,2,0.3,-14.4784,2016-07-07,7,2016,3,87,24,1825,1234,0,0,-5.714285714285714,0,1
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,5.67,3,0.0,0.1134,2017-01-24,1,2017,1,710,210,365,-23,1,0,2.0,0,1
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,76.776,4,0.7,-58.8616,2014-08-19,8,2014,3,377,120,730,-528,1,0,-76.66666666666667,0,1
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,9.184,2,0.2,1.148,2014-08-19,8,2014,3,100,36,730,-533,1,0,12.5,0,1
Standard Class,Home Office,United States,Thousand Oaks,California,91360,West,Office Supplies,Paper,32.75,5,0.0,15.065,2015-12-06,12,2015,4,491,150,730,-72,1,0,46.0,0,1
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Fasteners,7.216,2,0.2,1.7138,2016-05-06,5,2016,2,720,210,365,-251,1,0,23.75,0,1
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Paper,49.568,2,0.2,15.49,2016-05-06,5,2016,2,493,150,730,116,0,0,31.25,0,1
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,54.712,7,0.2,11.6263,2016-05-06,5,2016,2,210,60,1825,1195,0,0,21.25,0,1
First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Appliances,176.04,4,0.0,45.7704,2017-03-25,3,2017,1,86,30,730,407,0,0,26.0,0,1
First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Art,16.02,9,0.0,4.4856,2017-03-25,3,2017,1,331,105,365,57,0,0,27.999999999999996,0,1
First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,185.92,4,0.2,62.748,2017-03-25,3,2017,1,426,120,730,408,0,0,33.75,0,1
First Class,Consumer,United States,Fresno,California,93727,West,Technology,Phones,211.168,4,0.2,15.8376,2017-03-25,3,2017,1,165,45,540,244,0,0,7.5,0,1
First Class,Consumer,United States,Fresno,California,93727,West,Technology,Copiers,479.984,2,0.2,59.998,2017-03-25,3,2017,1,31,9,1095,776,0,0,12.5,0,1
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Fasteners,7.86,2,0.0,3.6156,2015-12-12,12,2015,4,684,210,365,-432,1,0,46.0,0,1
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,24.448,2,0.2,8.8624,2015-12-12,12,2015,4,385,120,730,-39,1,0,36.24999999999999,0,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,6.48,1,0.0,3.1104,2015-12-06,12,2015,4,523,150,730,-81,1,0,47.99999999999999,0,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,41.86,7,0.0,20.5114,2015-12-06,12,2015,4,491,150,730,-47,1,0,49.0,0,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,1619.91,9,0.0,97.1946,2015-12-06,12,2015,4,177,54,365,-409,1,0,5.999999999999999,0,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,113.92,4,0.0,42.1504,2015-12-06,12,2015,4,189,60,1825,1060,0,0,37.0,0,1
Standard Class,Consumer,United States,Malden,Massachusetts,2148,East,Office Supplies,Art,39.68,2,0.0,10.3168,2016-03-17,3,2016,1,352,105,365,-344,1,0,26.0,0,1
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,37.6,2,0.0,2.256,2015-11-14,11,2015,4,159,54,365,-468,1,0,5.999999999999999,0,1
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,59.9,2,0.0,23.96,2015-11-14,11,2015,4,189,54,365,-445,1,0,40.0,0,1
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,37.0,5,0.0,16.65,2015-11-14,11,2015,4,501,150,730,-56,1,0,44.99999999999999,0,1
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,5.76,2,0.0,2.8224,2017-08-14,8,2017,3,619,180,365,218,0,0,49.00000000000001,0,1
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,16.68,6,0.0,4.3368,2017-08-14,8,2017,3,379,105,365,185,0,0,26.0,0,1
Standard Class,Corporate,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,628.81,7,0.0,12.5762,2017-09-09,9,2017,3,222,66,1095,924,0,0,2.0,0,1
Standard Class,Corporate,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,56.45,5,0.0,14.677,2017-09-09,9,2017,3,191,66,1095,978,0,0,25.999999999999996,0,1
Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,94.2,6,0.0,23.55,2017-04-01,4,2017,2,222,66,1095,787,0,0,25.0,0,1
Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,28.4,5,0.0,13.348,2017-04-01,4,2017,2,452,135,365,69,0,0,47.0,0,1
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976,2016-09-27,9,2016,3,80,21,1825,1355,0,0,-23.52941176470588,1,-1
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,1115.91,9,0.0,200.8638,2017-10-07,10,2017,4,162,54,365,239,0,0,18.0,0,1
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,128.744,7,0.2,-28.9674,2017-10-07,10,2017,4,149,45,540,402,0,0,-22.5,0,1
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,79.92,10,0.2,26.973,2017-10-07,10,2017,4,152,45,540,434,0,0,33.75,0,1
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,24.2,5,0.0,7.986,2017-01-20,1,2017,1,332,105,365,-5,1,0,33.0,0,1
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,359.976,3,0.2,130.4913,2017-01-20,1,2017,1,171,45,540,139,0,0,36.25,0,1
First Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,211.84,8,0.0,76.2624,2017-03-23,3,2017,1,195,60,1825,1487,0,0,36.0,0,1
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,5.68,2,0.2,1.917,2014-08-01,8,2014,3,691,210,365,-926,1,0,33.75,0,1
Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,7.52,5,0.2,2.632,2015-06-07,6,2015,2,408,120,730,-243,1,0,35.0,0,1
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,11.96,2,0.0,5.8604,2014-11-12,11,2014,4,471,150,730,-419,1,0,49.0,0,1
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,629.064,3,0.2,31.4532,2014-11-12,11,2014,4,67,18,1825,681,0,0,5.0,0,1
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,754.45,5,0.0,60.356,2016-12-29,12,2016,4,88,24,1825,1454,0,0,8.0,0,1
Standard Class,Home Office,United States,Holyoke,Massachusetts,1040,East,Furniture,Bookcases,301.96,2,0.0,60.392,2015-07-06,7,2015,3,65,21,1825,868,0,0,20.0,0,1
Standard Class,Corporate,United States,Albuquerque,New Mexico,87105,West,Technology,Accessories,595.0,5,0.0,95.2,2017-10-12,10,2017,4,195,54,365,265,0,0,16.0,0,1
Standard Class,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Binders,79.872,3,0.2,29.952,2017-10-12,10,2017,4,427,120,730,611,0,0,37.5,0,1
Standard Class,Corporate,United States,Sparks,Nevada,89431,West,Technology,Machines,2396.4,10,0.2,179.73,2016-05-21,5,2016,2,59,12,730,119,0,0,7.5,1,-1
Standard Class,Corporate,United States,Coachella,California,92236,West,Office Supplies,Storage,63.56,2,0.0,3.178,2017-11-09,11,2017,4,204,66,1095,1020,0,0,5.0,0,1
Standard Class,Corporate,United States,Coachella,California,92236,West,Technology,Accessories,99.99,1,0.0,43.9956,2017-11-09,11,2017,4,183,54,365,300,0,0,44.00000000000001,0,1
Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Storage,230.376,3,0.2,-48.9549,2016-04-18,4,2016,2,231,66,1095,449,0,0,-21.25,0,1
Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Paper,9.664,2,0.2,3.2616,2016-04-18,4,2016,2,524,150,730,102,0,0,33.75,0,1
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Accessories,158.928,7,0.2,41.7186,2017-12-25,12,2017,4,193,54,365,310,0,0,26.25,0,1
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,13.023,1,0.7,-10.4184,2017-12-25,12,2017,4,418,120,730,702,0,0,-80.0,0,1
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Furniture,Tables,273.06,2,0.4,-104.673,2017-12-25,12,2017,4,69,18,1825,1773,0,0,-38.333333333333336,0,1
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Fasteners,39.312,13,0.2,12.7764,2017-12-25,12,2017,4,680,210,365,323,0,0,32.5,1,-1
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,1.344,4,0.8,-2.1504,2016-06-11,6,2016,2,372,120,730,158,0,0,-160.0,0,1
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,8.272,4,0.8,-13.6488,2016-06-11,6,2016,2,428,120,730,110,0,0,-165.0,0,1
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,12.544,7,0.6,-9.0944,2016-06-11,6,2016,2,175,60,1825,1224,0,0,-72.5,0,1
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Labels,58.48,8,0.0,27.4856,2017-05-13,5,2017,2,578,180,365,93,0,0,47.0,0,1
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,7.4,2,0.0,3.034,2017-12-28,12,2017,4,175,60,1825,1823,0,0,41.0,0,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,366.786,7,0.1,65.2064,2014-03-25,3,2014,1,58,24,1825,390,0,0,17.77777777777778,0,1
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,54.368,4,0.2,4.0776,2017-05-28,5,2017,2,158,45,540,279,0,0,7.5,0,1
First Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Envelopes,33.96,2,0.0,16.98,2015-11-14,11,2015,4,450,135,365,-447,1,0,50.0,0,1
First Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Appliances,826.11,3,0.0,322.1829,2015-11-14,11,2015,4,101,30,730,-104,1,0,39.0,0,1
Standard Class,Consumer,United States,Farmington,New Mexico,87401,West,Furniture,Furnishings,545.85,9,0.0,114.6285,2017-07-03,7,2017,3,210,60,1825,1634,0,0,21.0,0,1
Second Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Tables,145.98,2,0.5,-99.2664,2014-11-18,11,2014,4,79,18,1825,650,0,0,-68.0,0,1
Second Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,35.808,4,0.2,12.5328,2014-11-18,11,2014,4,481,150,730,-418,1,0,35.0,0,1
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,7.904,2,0.2,2.1736,2017-07-17,7,2017,3,177,60,1825,1648,0,0,27.500000000000004,0,1
Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Phones,345.0,5,0.0,86.25,2016-05-22,5,2016,2,127,45,540,-88,1,0,25.0,0,1
Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Furniture,Tables,174.286,2,0.3,-19.9184,2016-05-22,5,2016,2,79,18,1825,1189,0,0,-11.428571428571429,0,1
Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Office Supplies,Appliances,662.84,4,0.0,172.3384,2016-05-22,5,2016,2,97,30,730,105,0,0,26.0,0,1
Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Accessories,95.1,5,0.0,30.432,2016-05-22,5,2016,2,169,54,365,-228,1,0,32.0,0,1
Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Office Supplies,Envelopes,26.88,6,0.0,12.9024,2016-05-22,5,2016,2,466,135,365,-232,1,0,48.00000000000001,0,1
Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Phones,257.98,2,0.0,74.8142,2016-05-22,5,2016,2,178,45,540,-82,1,0,28.999999999999996,0,1
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,17.48,2,0.0,8.2156,2015-09-25,9,2015,3,426,135,365,-513,1,0,47.0,0,1
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,492.835,5,0.3,-14.081,2016-10-31,10,2016,4,60,24,1825,1370,0,0,-2.857142857142857,0,1
Second Class,Consumer,United States,North Charleston,South Carolina,29406,South,Office Supplies,Storage,269.49,3,0.0,5.3898,2015-09-14,9,2015,3,209,66,1095,225,0,0,2.0,0,1
Standard Class,Home Office,United States,San Jose,California,95123,West,Office Supplies,Binders,29.12,5,0.2,9.828,2016-11-05,11,2016,4,385,120,730,298,0,0,33.75,0,1
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,18.75,5,0.0,9.0,2017-03-17,3,2017,1,573,180,365,60,0,0,48.0,0,1
Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,119.7,6,0.0,31.122,2017-03-17,3,2017,1,125,45,540,212,0,0,26.0,0,1
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,9.144,3,0.2,3.0861,2017-03-17,3,2017,1,427,120,730,385,0,0,33.75,0,1
Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,57.06,3,0.0,18.2592,2017-03-17,3,2017,1,171,54,365,22,1,0,32.0,0,1
Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,71.6,8,0.0,13.604,2017-03-17,3,2017,1,175,54,365,54,0,0,19.0,0,1
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,107.44,8,0.0,27.9344,2017-03-17,3,2017,1,192,66,1095,799,0,0,26.0,0,1
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,7.31,1,0.0,3.4357,2017-03-17,3,2017,1,610,180,365,47,0,0,47.0,0,1
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,59.1,6,0.0,22.458,2017-03-17,3,2017,1,379,105,365,23,1,0,37.99999999999999,0,1
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,46.53,3,0.0,12.0978,2017-03-17,3,2017,1,231,66,1095,767,0,0,26.0,0,1
Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Appliances,97.84,2,0.0,25.4384,2017-08-15,8,2017,3,83,30,730,584,0,0,26.0,0,1
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,29.97,3,0.0,13.4865,2015-07-11,7,2015,3,480,150,730,-232,1,0,45.0,0,1
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,98.352,3,0.2,34.4232,2015-07-11,7,2015,3,387,120,730,-174,1,0,35.0,0,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,83.92,5,0.2,29.372,2017-12-03,12,2017,4,423,120,730,666,0,0,35.0,0,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,14.624,2,0.2,5.1184,2017-12-03,12,2017,4,381,120,730,689,0,0,35.0,0,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,136.99,1,0.0,36.9873,2017-12-03,12,2017,4,142,45,540,511,0,0,26.999999999999996,0,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,3.15,1,0.0,1.512,2017-12-03,12,2017,4,581,180,365,296,0,0,48.00000000000001,0,1
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,9.11,1,0.0,4.0995,2017-05-04,5,2017,2,482,150,730,460,0,0,45.0,0,1
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,571.44,4,0.0,165.7176,2017-05-04,5,2017,2,214,66,1095,850,0,0,28.999999999999996,0,1
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,32.4,5,0.0,15.552,2017-05-04,5,2017,2,514,150,730,488,0,0,48.0,0,1
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,16.91,1,0.0,4.5657,2017-05-04,5,2017,2,240,66,1095,800,0,0,26.999999999999996,0,1
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,14.272,8,0.2,4.2816,2016-01-22,1,2016,1,227,60,1825,1107,0,0,30.0,0,1
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,451.136,4,0.2,-67.6704,2016-01-22,1,2016,1,58,21,1825,1103,0,0,-15.0,0,1
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,64.864,4,0.2,6.4864,2016-01-22,1,2016,1,124,30,730,-22,1,0,10.0,0,1
First Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Chairs,217.584,2,0.2,-29.9178,2016-11-03,11,2016,4,95,24,1825,1352,0,0,-13.749999999999998,0,1
First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,82.95,5,0.0,29.0325,2016-11-03,11,2016,4,185,54,365,-84,1,0,35.0,0,1
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Labels,87.71,7,0.0,41.2237,2016-11-03,11,2016,4,614,180,365,-66,1,0,47.0,0,1
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,1101.48,4,0.0,429.5772,2016-11-03,11,2016,4,77,30,730,271,0,0,39.0,0,1
Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Tables,1322.352,3,0.2,-99.1764,2017-09-04,9,2017,3,58,18,1825,1662,0,0,-7.5,0,1
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,5.46,3,0.0,1.4742,2014-09-13,9,2014,3,374,105,365,-895,1,0,27.0,0,1
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,11.184,1,0.2,0.8388,2017-06-19,6,2017,2,142,36,730,487,0,0,7.5,0,1
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,153.584,2,0.2,-32.6366,2017-06-19,6,2017,2,244,66,1095,852,0,0,-21.25,0,1
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,1003.62,6,0.0,0.0,2017-12-24,12,2017,4,221,66,1095,1083,0,0,0.0,0,1
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,35.168,4,0.2,11.4296,2017-08-28,8,2017,3,170,45,540,402,0,0,32.5,0,1
